Time,Propellant mass (kg),Chamber pressure (Pa),Throat diameter (m),Nozzle inlet gamma,Nozzle efficiency,Exit static pressure (Pa),Area ratio,Vapour Mass (kg),Liquid Density (kg/m^3),Liquid Mass (kg),Solid Fuel Mass (kg),Solid Fuel Density (kg/m^3),Solid Fuel Outer Diameter (m),Solid Fuel Length (m)
20.680000000000433,3.904169123623275,598662.0182913537,0.0432,1.3113,0.97,17651.500229544898,4.5,2.6917717461755317,890.009232671312,0,1.2123973774477435,935,0.112,1.33
20.690000000000435,3.8971856249969012,597623.8076529023,0.0432,1.3113,0.97,17620.88867450547,4.5,2.6866300899378786,890.009232671312,0,1.2105555350590227,935,0.112,1.33
20.700000000000436,3.890214293246228,596582.6067722691,0.0432,1.3113,0.97,17590.18895242196,4.5,2.681499356375162,890.009232671312,0,1.2087149368710661,935,0.112,1.33
20.710000000000438,3.8832550939879313,595544.3483072927,0.0432,1.3113,0.97,17559.575987221386,4.5,2.6763795130044303,890.009232671312,0,1.206875580983501,935,0.112,1.33
20.72000000000044,3.876308010767336,594507.497982091,0.0432,1.3113,0.97,17529.00454090592,4.5,2.671270543372614,890.009232671312,0,1.2050374673947222,935,0.112,1.33
20.73000000000044,3.869373022493341,593472.4525673939,0.0432,1.3113,0.97,17498.486312227808,4.5,2.6661724268859874,890.009232671312,0,1.2032005956073537,935,0.112,1.33
20.740000000000443,3.862450110076491,592439.0407683654,0.0432,1.3113,0.97,17468.01625057294,4.5,2.6610851447425876,890.009232671312,0,1.2013649653339031,935,0.112,1.33
20.750000000000444,3.855539311722912,591402.3594158775,0.0432,1.3113,0.97,17437.449786404006,4.5,2.656008729317765,890.009232671312,0,1.199530582405147,935,0.112,1.33
20.760000000000446,3.848640591635422,590368.7414722083,0.0432,1.3113,0.97,17406.973646591407,4.5,2.650943146878749,890.009232671312,0,1.1976974447566733,935,0.112,1.33
20.770000000000447,3.8417539332146298,589336.5440528023,0.0432,1.3113,0.97,17376.53939081954,4.5,2.6458883808441005,890.009232671312,0,1.1958655523705295,935,0.112,1.33
20.78000000000045,3.834879314886247,588306.1928933468,0.0432,1.3113,0.97,17346.15957187003,4.5,2.640844410192863,890.009232671312,0,1.1940349046933836,935,0.112,1.33
20.79000000000045,3.8280167163743712,587277.5768820548,0.0432,1.3113,0.97,17315.830913620997,4.5,2.6358112150669517,890.009232671312,0,1.1922055013074195,935,0.112,1.33
20.800000000000452,3.8211661170729903,586250.7242682689,0.0432,1.3113,0.97,17285.554249001983,4.5,2.630788775317057,890.009232671312,0,1.1903773417559333,935,0.112,1.33
20.810000000000453,3.8143274964691716,585225.6270873691,0.0432,1.3113,0.97,17255.329343176818,4.5,2.6257770708804573,890.009232671312,0,1.1885504255887143,935,0.112,1.33
20.820000000000455,3.807500834033392,584202.2867583956,0.0432,1.3113,0.97,17225.15623798579,4.5,2.6207760816831476,890.009232671312,0,1.1867247523502442,935,0.112,1.33
20.830000000000457,3.8006861092482858,580003.5595154999,0.0432,1.3098,0.97,17152.59072495349,4.5,2.6157857876654997,890.009232671312,0,1.1849003215827862,935,0.112,1.33
20.840000000000458,3.793873650600166,579810.6881457053,0.0432,1.3098,0.97,17146.88689156424,4.5,2.610797560450021,890.009232671312,0,1.183076090150145,935,0.112,1.33
20.85000000000046,3.787075620690062,578582.6514296377,0.0432,1.3098,0.97,17110.56985377999,4.5,2.605822247994167,890.009232671312,0,1.1812533726958954,935,0.112,1.33
20.86000000000046,3.7802888437337554,577624.9073743896,0.0432,1.3098,0.97,17082.246248641,4.5,2.600857015918323,890.009232671312,0,1.179431827815432,935,0.112,1.33
20.870000000000463,3.7735141169119126,576599.3148576871,0.0432,1.3098,0.97,17051.91614393566,4.5,2.595902573391002,890.009232671312,0,1.1776115435209105,935,0.112,1.33
20.880000000000464,3.766751207633762,575593.518265577,0.0432,1.3098,0.97,17022.171469072928,4.5,2.590958711267693,890.009232671312,0,1.1757924963660693,935,0.112,1.33
20.890000000000466,3.760000150380544,574584.7869598756,0.0432,1.3098,0.97,16992.34000518916,4.5,2.5860254585362688,890.009232671312,0,1.173974691844275,935,0.112,1.33
